,Bank0,Bank1,Bank2,Bank3,Bank4,Bank5,Bank6,Bank7,DIMMBER,Label,Pattern,Temperature,VendorMask,tRAS,tRCD,tRP,Model
84,0.0,0.494689941406,0.494140625,0.494445800781,0.494323730469,0.494445800781,0.494506835938,0.494934082031,0.432685852051,y22,0xff,20,C,35.0,12.5,5.0,C-M0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,10.0,C-M0
86,0.0,0.00122647732496,0.000170188955963,0.000209066085517,1.85128301382e-05,4.55277040601e-05,0.000243180431426,0.000949707813561,0.000357832643203,y22,0x33,20,C,35.0,12.5,7.5,C-M0
87,0.0,0.247680664062,0.247589111328,0.24755859375,0.247711181641,0.247528076172,0.247650146484,0.247833251953,0.216693878174,y22,0x33,20,C,35.0,12.5,5.0,C-M0
88,0.0,0.247741699219,0.247863770463,0.248107910156,0.247314453125,0.247711181641,0.247436523438,0.24792480655,0.216762543074,y22,0x33,20,C,35.0,12.5,2.5,C-M0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0xff,20,C,35.0,12.5,10.0,C-M0
90,0.0,0.00109274592251,9.52444970608e-05,0.000144327990711,1.510232687e-05,2.76854261756e-05,0.000230248086154,0.000938828103244,0.00031802279409,y22,0xff,20,C,35.0,12.5,7.5,C-M0
91,0.0,0.494934082031,0.495788574219,0.496032714844,0.494934082031,0.495910644531,0.4951171875,0.495849609375,0.433570861816,y22,0xff,20,C,35.0,12.5,5.0,C-M0
92,0.0,0.495910649188,0.495483415201,0.495849614032,0.496215821244,0.494995124638,0.495788584463,0.495117191225,0.433670049999,y22,0xff,20,C,35.0,12.5,2.5,C-M0
93,0.0,0.248046875,0.247924805619,0.248016357422,0.248077393509,0.248229982331,0.247467041016,0.247833252884,0.216949463473,y22,0x33,20,C,35.0,12.5,2.5,C-M0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,10.0,C-M0
95,0.0,0.00126168783754,0.000165126286447,0.000215091742575,1.71922147274e-05,4.3029896915e-05,0.000252073630691,0.00098273716867,0.000367117347196,y22,0x33,20,C,35.0,12.5,7.5,C-M0
96,0.0,0.247344970703,0.247833251953,0.247985839844,0.247772216797,0.247711181641,0.247680664062,0.247833251953,0.216770172119,y22,0x33,20,C,35.0,12.5,5.0,C-M0
97,0.0,0.248321533203,0.248046875931,0.247955322266,0.247650149278,0.248138427734,0.248077392578,0.247680664994,0.216983795748,y22,0x33,20,C,35.0,12.5,2.5,C-M0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,10.0,C-M0
99,0.0,0.00030152965337,2.37245112658e-05,3.5947188735e-05,1.86916440725e-06,5.37373125553e-06,5.72334975004e-05,0.000257899053395,8.54470999911e-05,y22,0x0,20,C,35.0,12.5,7.5,C-M0
100,0.0,0.495300292969,0.495361328125,0.496337890625,0.494934082031,0.495300292969,0.49560546875,0.495788574219,0.433578491211,y22,0x0,20,C,35.0,12.5,5.0,C-M0
101,0.0,0.494995140471,0.495361349545,0.49542238377,0.496032740921,0.495300346054,0.494995149784,0.495239307173,0.433418302215,y22,0x0,20,C,35.0,12.5,2.5,C-M0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,10.0,C-M0
103,0.0,0.00107122026384,9.54326242208e-05,0.000145035795867,1.08573585749e-05,3.1135044992e-05,0.000218883156776,0.000958043150604,0.000316325924359,y22,0x0,20,C,35.0,12.5,7.5,C-M0
104,0.0,0.495239257812,0.496215820312,0.495666503906,0.496215820312,0.49560546875,0.49560546875,0.495178222656,0.433715820312,y22,0x0,20,C,35.0,12.5,5.0,C-M0
105,0.0,0.495605499484,0.495117234066,0.495239290409,0.495788604021,0.495239317417,0.495117237791,0.495666553266,0.433471717057,y22,0x0,20,C,35.0,12.5,2.5,C-M0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x55,20,C,35.0,12.5,10.0,C-M0
107,0.0,0.000376230105758,2.58926302195e-05,3.71178612113e-05,4.37349081039e-06,8.6547806859e-06,5.05326315761e-05,0.000260530039668,9.54164424911e-05,y22,0x55,20,C,35.0,12.5,7.5,C-M0
108,0.0,0.247894287109,0.248138427734,0.247955322266,0.247741699219,0.247802734375,0.248107910156,0.247772216797,0.216926574707,y22,0x55,20,C,35.0,12.5,5.0,C-M0
109,0.0,0.247863769531,0.248199463822,0.247741699219,0.247619630769,0.247955322266,0.247650146484,0.24755859375,0.21682357823,y22,0x55,20,C,35.0,12.5,2.5,C-M0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0xff,20,C,35.0,12.5,10.0,C-M0
111,0.0,0.000314547680318,2.0818784833e-05,3.48323956132e-05,4.71249222755e-06,6.23986124992e-06,5.94910234213e-05,0.000296129845083,9.20965103433e-05,y22,0xff,20,C,35.0,12.5,7.5,C-M0
112,0.0,0.494934082031,0.49560546875,0.496643066406,0.49609375,0.495971679688,0.495361328125,0.495788574219,0.433799743652,y22,0xff,20,C,35.0,12.5,5.0,C-M0
113,0.0,0.495605470613,0.495727541856,0.495422366075,0.494995118119,0.495605475269,0.496093751863,0.496154788882,0.433700564085,y22,0xff,20,C,35.0,12.5,2.5,C-M0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,12.5,C-M0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,10.0,C-M0
116,0.0,0.00114274956286,0.000109936110675,0.000168195925653,2.05794349313e-05,2.930033952e-05,0.00023255776614,0.0010222280398,0.000340693397447,y22,0x0,20,C,35.0,12.5,7.5,C-M0
117,0.0,0.494750976562,0.495178222656,0.49462890625,0.494812011719,0.493530273438,0.494812011719,0.494079589844,0.432723999023,y22,0x0,20,C,35.0,12.5,5.0,C-M0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0xff,20,C,35.0,12.5,10.0,C-M0
119,0.0,0.0010280162096,8.99815931916e-05,0.00014172680676,1.82958319783e-05,2.67419964075e-05,0.000206699594855,0.000885779969394,0.000299655250274,y22,0xff,20,C,35.0,12.5,7.5,C-M0
120,0.0,0.4951171875,0.494750976562,0.495849609375,0.496154785156,0.494812011719,0.496154785156,0.495727539062,0.433570861816,y22,0xff,20,C,35.0,12.5,5.0,C-M0
121,0.0,0.495727545582,0.496032720432,0.495117190294,0.494995118119,0.496032714844,0.496459973976,0.496215823106,0.433822635794,y22,0xff,20,C,35.0,12.5,2.5,C-M0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x55,20,C,35.0,12.5,10.0,C-M0
123,0.0,0.00138363894075,0.000132463872433,0.000170691870153,1.50250270963e-05,4.43775206804e-05,0.000195641070604,0.000872395932674,0.000351779279299,y22,0x55,20,C,35.0,12.5,7.5,C-M0
124,0.0,0.247741699219,0.247680664062,0.247680664062,0.247619628906,0.247589111328,0.247924804688,0.247802734375,0.21675491333,y22,0x55,20,C,35.0,12.5,5.0,C-M0
125,0.0,0.247772216797,0.247680664062,0.248016357422,0.247863771394,0.247314453125,0.247833251953,0.247650146484,0.216766357655,y22,0x55,20,C,35.0,12.5,2.5,C-M0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,10.0,C-M0
127,0.0,0.00109931826591,0.000145753845572,0.000171863473952,1.13062560558e-05,3.62759456038e-05,0.000205512158573,0.000838959589601,0.000313623691909,y22,0x33,20,C,35.0,12.5,7.5,C-M0
128,0.0,0.247741699219,0.248229982331,0.248138427734,0.247985841706,0.247802734375,0.247772216797,0.247894287109,0.216945648659,y22,0x33,20,C,35.0,12.5,5.0,C-M0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,10.0,C-M0
130,0.0,0.000311070121825,2.63610854745e-05,3.81264835596e-05,2.44285911322e-06,5.84777444601e-06,7.68750905991e-05,0.000288092531264,9.36019932851e-05,y22,0x0,20,C,35.0,12.5,7.5,C-M0
131,0.0,0.495056152344,0.49609375,0.495666503906,0.495727539062,0.495788574219,0.495544433594,0.495422363281,0.433662414551,y22,0x0,20,C,35.0,12.5,5.0,C-M0
132,0.0,0.496276875027,0.495117237791,0.49523930531,0.495239287615,0.495849646628,0.495300320908,0.496154835448,0.433647188591,y22,0x0,20,C,35.0,12.5,2.5,C-M0
